Carrier,Score,Latency (ms),Download (Bps),Upload (Bps),Browser Speed (ms),Date,Latitude,Longitude,Timestamp
rogers,250,371.3,1881864.22018349,470893.555394642,583.5,2013-02-02 00:36:10,49.8190440098,-99.9536049833,36
rogers,278,318.3,1847956.75675676,711751.915359358,574,2013-02-02 00:35:12,49.8224794453,-99.9444487575,35
rogers,319,120.8,1179546.86601495,799554.098360656,638,2013-02-02 00:30:51,43.4377776,-80.4605491,30
claro-brazil,152,423.3,428522.901760067,216527.413984462,1176.5,2013-02-02 00:23:56,-20.7996373,-51.6850221,23
verizon,551,115.1,4073946.37537239,2510826.25482625,641.5,2013-02-02 00:17:39,40.8455242,-81.9388744,17
verizon,510,122.9,3192578.98832685,2322514.28571429,631,2013-02-02 00:17:21,40.8455242,-81.9388744,17
att,131,491.4,1209274.57627119,122383.288375886,1957.5,2013-02-02 00:15:49,33.4530601501,-111.9871292114,15
three,152,315.1,1942914.5157471,162765.893542466,2623.5,2013-02-01 23:43:17,51.0624587,-1.3299706,1423
att,157,1333.7,830878.784810126,116084.255622992,761.5,2013-02-01 23:36:46,39.75696,-105.0075,1416
virgin-mobile-uk,383,136.7,2647605.0338819,1029505.01319261,468,2013-02-01 23:32:47,50.8300557,-0.1766935,1412
vodafone,101,674.9,411707.963269607,96805.0414330373,2412.5,2013-02-01 23:21:34,28.6853165916,77.2851109646,1401
vodafone-australia,182,566.1,1242606.08814175,464834.882058613,1289.5,2013-02-01 23:17:43,-33.86567351,151.21759201,1397
verizon,162,291.2,798688.601187579,452123.290845886,2511,2013-02-01 23:15:12,36.1585851673,-115.159538454,1395
verizon,453,166.3,2833193.37016575,1990726.53061225,596,2013-02-01 23:13:09,43.8256947,-96.7152751,1393
verizon,461,140.8,3581374.07245744,1894089.32038835,663.5,2013-02-01 23:07:14,43.8226078,-96.7254842,1387
e-plus,366,176.7,2570466.16541353,1207995.04643963,589.5,2013-02-01 22:40:55,50.0716224,8.9662428,1360
verizon,323,163.5,2505321.52671756,858676.056338028,703,2013-02-01 22:18:10,34.0333111,-118.4756134,1338
sprint,239,912.2,430027.672955975,1085045.60622914,925,2013-02-01 22:17:50,25.7852118,-80.2077422,1337
wind,180,257.6,2371366.47398844,53410.1349686533,1414.5,2013-02-01 21:55:21,43.471699,-80.538651,1315
wind,300,258.9,1954019.52845916,1105332.57790368,895.5,2013-02-01 21:49:38,43.6669559,-79.4363367,1309
aircel,133,826.4,29534.6337565288,29035.7493674654,814.5,2013-02-01 21:43:36,12.9521319,77.5466271,1303
orange,201,234,1058154.24297137,245490.373725934,893,2013-02-01 21:40:01,53.6012532,-1.4476537,1300
virgin-mobile-uk,214,178.7,554124.940906328,573628.932666863,1368,2013-02-01 21:38:50,51.4657931077,0.085815182,1298
orange,413,196.1,3753397.98719122,1298011.9760479,450,2013-02-01 21:36:04,53.5246355413,-2.4263134506,1296
sprint,236,205.7,1206607.05882353,675757.533772082,1240.5,2013-02-01 21:32:41,42.3563253,-88.1028821,1292
cosmote,319,220.9,2055857.6797795,1074290.74889868,699.5,2013-02-01 21:15:52,37.9356931,23.9438869,1275
mts,167,823.5,891065.1607298,111499.799965708,705,2013-02-01 21:12:36,9.93249,-69.61983,1272
sprint,805,68.3,9026323.43234323,2583989.40397351,230,2013-02-01 21:06:47,33.5537009521,-84.2653876343,1266
three,140,301.2,980864.076509265,288938.388625592,3258,2013-02-01 20:53:17,52.4538646,-1.9096154,1253
cellcom-israel,170,321.9,596722.036363636,451391.022674688,1659.5,2013-02-01 20:52:46,32.9629313,35.5441071,1252
u-mobile,208,403.6,2079829.65779468,685251.844046365,2133,2013-02-01 20:39:48,3.1422521,101.71077,1239
virgin-mobile-uk,381,201.9,390023.672576888,931222.911694511,210.5,2013-02-01 20:23:28,54.6894669596,-5.9618323574,1223
bell,121,372,1358431.78807947,82202.5028441411,3183.5,2013-02-01 20:20:35,43.83386,-79.1012,1220
singtel,250,360.5,1203774.64788732,584981.109445277,564.5,2013-02-01 20:18:53,1.4322132,103.8397228,1218
telus,493,342.1,2092026.51708312,1843962.19281664,196,2013-02-01 20:09:00,49.3818368158,-123.2946163138,1209
orange,443,165.8,6420131.45539906,1660350.63829787,1406,2013-02-01 19:57:53,52.5639839172,-2.088850975,1197
orange,414,189,4104516.25812906,1908915.85127202,1431,2013-02-01 19:55:37,52.5640983582,-2.0923595428,1195
orange,291,221.5,2254101.0989011,1121213.79310345,1395.5,2013-02-01 19:54:16,52.5640983582,-2.0923595428,1194
three,307,174.7,2371366.47398844,1156438.64848844,1458,2013-02-01 19:44:50,51.7903175354,-1.4649133682,1184
rogers,1028,55.3,7660997.19887955,4537004.65116279,192.5,2013-02-01 19:39:46,43.3574698157,-79.7722940048,1179
three,484,226.3,2475838.26191913,1475727.68532526,189.5,2013-02-01 19:28:36,55.9316429124,-3.2805708703,1168
three,170,826.2,656604.353393086,25944.3587424863,549.5,2013-02-01 19:13:51,51.5160611074,-0.1515296998,1153
telus,464,247.9,3532039.6039604,1151659.97638725,196,2013-02-01 19:12:46,49.2190084379,-122.6590159444,1152
bell,148,312.1,1124733.10486635,211458.053327553,2088,2013-02-01 19:07:32,43.95515,-78.30048,1147
idea,262,392.7,923666.328942925,921110.481586402,691,2013-02-01 19:06:15,19.2489146,73.1429229,1146
bell,152,332.4,1644933.44025662,157598.513611762,2060,2013-02-01 19:03:55,43.95874,-78.29497,1143
verizon,460,70.1,6558695.44364508,509642.63322884,613,2013-02-01 18:47:43,43.0838217,-88.7708332,1127
telus,180,272.2,2549697.94903667,250052.806972571,2491.5,2013-02-01 18:41:11,53.97601,-122.77958,1121
idea,248,666.6,1117533.09724871,833011.101622545,676,2013-02-01 17:59:06,30.3167016,78.0352039,1079
idea,284,444.8,1896654.64632455,992325.534079349,709,2013-02-01 17:57:49,30.3167016,78.0352039,1077
wind,143,225.3,1312578.46744521,109879.583215996,2927.5,2013-02-01 17:52:52,44.0523681641,-79.4306793213,1072
airtel-india,81,609.6,309947.416137806,93965.5139196609,4478,2013-02-01 17:50:18,24.60839976,73.68579741,1070
virgin-mobile-uk,338,172.3,1076056.13114754,1757578.37837838,1644.5,2013-02-01 17:46:52,53.4129902444,-2.8284552514,1066
globe-telecom,202,686.1,1090500.79744817,287575.471698113,602,2013-02-01 17:38:56,6.9181603018,122.0906725647,1058
t-mobile,316,95.3,1211774.92246345,1015571.05674128,1527,2013-02-01 17:32:54,40.7642991,-73.8252955,1052
t-mobile,220,267.8,1691040.39571311,505810.733730879,1154,2013-02-01 17:32:33,40.7642991,-73.8252955,1052
t-mobile,265,123.9,1762984.09969918,475368.421052632,1099,2013-02-01 17:31:40,40.7640947,-73.8285935,1051
sasktel,203,211.2,1964311.22815418,269091.310344828,1364,2013-02-01 17:26:01,52.1026651,-106.6600868,1046
sprint,292,135.9,3852078.87323944,237250.638453119,814.5,2013-02-01 17:23:27,39.7053612,-86.1046068,1043
globe-telecom,313,900.1,2286132.07021454,522332.530120482,267,2013-02-01 16:50:43,14.5683068849,120.9851528261,1010
verizon,267,198.1,2624737.04414587,797266.857376379,1553.5,2013-02-01 16:21:45,41.6618276,-91.5346915,981
t-mobile,241,150.4,2369312.15708923,435860.589812332,1585.5,2013-02-01 16:01:49,32.7817719,-117.1593123,961
metropcs,161,410.7,111998.907984002,101731.86629817,715,2013-02-01 15:53:18,26.6407538,-81.8631051,953
three,303,186.2,2232633.46938776,624092.130518234,548.5,2013-02-01 15:51:34,51.6440483343,-0.1892254268,951
orange,191,509.3,1549561.47308782,420093.023255814,1158,2013-02-01 15:36:11,53.79357,-1.55102,936
t-mobile,285,305.5,4112745.86466165,579077.471059662,892.5,2013-02-01 15:03:57,38.8807,-77.02792,903
celcom-malaysia,181,1693.3,121669.849931787,335900.826446281,575,2013-02-01 14:55:02,4.2106835,100.6830411,895
sprint,223,361,954505.351326198,36897.3786738283,374,2013-02-01 14:47:19,30.6418494,-96.3652101,887
vodafone,195,530.5,1071559.0962518,804831.683168317,1998,2013-02-01 14:26:25,-29.81359,30.87766,866
omantel,142,383.8,598768.73677297,76855.9722659943,1200.5,2013-02-01 14:06:27,23.5933961,58.4234098,846
three,390,157.7,1827378.17371938,592262.295081967,208,2013-02-01 13:49:26,54.9779633058,-1.6009328847,829
airtel-india,201,421.2,723666.255071441,743204.571428571,1400,2013-02-01 13:47:07,26.8595104218,75.7571640015,827
omantel,239,314.8,1655220.4962679,372027.459954233,591,2013-02-01 13:24:00,23.6299124,58.5427633,804
aircel,135,1381.7,310992.987908881,43811.1834718168,802,2013-02-01 13:01:44,19.2324546,72.8632545,781
vodafone-india,156,781.6,104231.916461292,51093.732813032,600.5,2013-02-01 12:25:18,30.2217249,74.7873127,745
vodafone-italy,182,307.8,272607.083527145,155216.166759488,666,2013-02-01 12:09:31,45.3962278,11.8400556,729
globe-telecom,271,559.3,636880.229760149,155203.818615752,221.5,2013-02-01 11:52:28,14.565488454,121.0283916817,712
vodafone-india,111,945.6,195090.662672088,60144.6496285107,1374.5,2013-02-01 11:50:55,13.62557043,79.42961604,710
globe-telecom,144,303.1,872122.448979592,399449.631449631,3798,2013-02-01 11:42:07,17.6243094,121.7253038,702
verizon-puerto-rico,430,120.7,2911613.91057488,1465749.0608565,552,2013-02-01 11:25:28,18.2358064205,-66.058712493,685
vodafone-romania,317,241.2,1800510.86240948,1061431.99129489,623,2013-02-01 10:56:47,47.1602346,27.5746102,656
telkomsel,276,772.6,864586.722866175,203665.518321328,217,2013-02-01 10:55:38,-5.15122684,119.4434673,655
telkomsel,148,864,170704.837199626,17512.517840953,646,2013-02-01 10:23:05,-6.1996522,106.7904825,623
orange,437,210.6,4432700.16207455,661101.999322264,201.5,2013-02-01 09:53:26,52.2895408472,-1.5431880505,593
vodafone,221,220.9,1677213.40964841,278145.423438837,854,2013-02-01 09:34:46,50.6111440372,-2.4698195852,574
three,286,187.4,2085645.1448907,563847.398843931,613.5,2013-02-01 09:22:25,51.5232944,-0.0974909,562
three,288,163.8,1166964.58540748,788884.755357865,708.5,2013-02-01 09:21:59,51.5232944,-0.0974909,561
dtac,171,715.9,185008.185077454,95277.9839812463,545,2013-02-01 09:19:43,15.72176,103.56524,559
telus,369,204,417213.871656666,750062.283737024,197,2013-02-01 09:08:12,49.2801228883,-123.0154265365,548
t-mobile,634,143,9709973.96449704,1927778.65612648,356,2013-02-01 08:43:26,47.178119,-122.5871188,523
t-mobile,511,133.8,3616098.72190392,1912658.82352941,371,2013-02-01 08:42:58,47.178119,-122.5871188,522
t-mobile,643,146.8,9779413.58760429,2021670.46632124,353.5,2013-02-01 08:42:08,47.178119,-122.5871188,522
t-mobile,666,122.5,9136890.86859688,2279102.80373832,372,2013-02-01 08:41:17,47.178119,-122.5871188,521
t-mobile,576,160.8,7844099.42638623,1943139.44223108,417,2013-02-01 08:39:04,47.178119,-122.5871188,519
t-mobile,554,764.9,7391827.02702703,2214429.05788876,373.5,2013-02-01 08:38:19,47.178119,-122.5871188,518
t-mobile,647,125.9,9496444.44444444,2030085.32778356,362,2013-02-01 08:34:34,47.178119,-122.5871188,514
t-mobile,629,133.6,8458688.65979382,2209413.36353341,413.5,2013-02-01 08:33:26,47.178119,-122.5871188,513
virgin-mobile-uk,477,138.1,3111463.0261661,1954821.64328657,508.5,2013-02-01 08:32:28,51.4886259,-0.2729073,512
globe-telecom,219,428.1,1255536.03672533,371743.902439024,622,2013-02-01 08:31:26,15.1319550456,120.5947126741,511
dtac,197,601.8,390339.105613701,249988.72373142,515,2013-02-01 08:12:36,13.6128382,100.8454502,492
vodafone-india,138,464.4,796827.037001068,103793.998723133,1367,2013-02-01 07:55:49,13.352230072,74.7875137329,475
free-mobile,328,121.7,3559621.69197397,917212.976022567,1613.5,2013-02-01 07:54:42,48.9494409,2.5343895,474
free-mobile,349,118.8,4712767.3750718,913348.314606742,1738.5,2013-02-01 07:54:17,48.9494557,2.5344068,474
singtel,341,451.2,855392.82735613,709680.611131321,207.5,2013-02-01 07:43:35,1.3872992677,103.9743003393,463
three-indonesia,202,565.6,808685.984624482,267688.254665203,558.5,2013-02-01 07:41:47,-6.2244377,106.8265304,461
airtel-lanka,161,510.4,869995.546601633,232583.690987124,1079.5,2013-02-01 07:23:39,6.8204323,79.8742463,443
verizon,301,194.7,1543149.89655821,625894.128970164,455,2013-02-01 06:51:06,42.2742338386,-83.147789212,411
dtac,271,444.3,1044681.43621085,728495.892457058,465.5,2013-02-01 06:48:25,16.07418,103.65497,408
t-mobile,247,442.2,2650170.54263566,442383.673469388,692,2013-02-01 06:24:39,34.09502,-118.10923,384
t-mobile,350,117,1692086.61579707,1425063.55003652,1434.5,2013-02-01 06:17:18,38.88863,-77.42466,377
three-indonesia,175,1678.5,1129688.55844692,264351.219512195,773,2013-02-01 06:11:52,-3.857315,102.3437677,371
three-indonesia,149,2212.4,536831.196021984,264172.241029113,976,2013-02-01 06:10:40,-3.857315,102.3437677,370
verizon,249,248.3,834767.32119239,354517.899327639,452.5,2013-02-01 05:52:21,34.0092262812,-117.7096301784,352
idea,282,426.2,313201.053555751,257648.177496038,215,2013-02-01 05:35:57,25.4496736365,78.5666871761,335
telkomsel,178,614,758802.182558032,599542.716656423,1471.5,2013-02-01 05:29:07,-6.2450895309,106.6495819092,329
verizon,303,157.1,2436866.05286605,656872.727272727,720,2013-02-01 05:07:44,42.3501598,-71.0430928,307
sprint,353,305.3,1939240.84140865,493402.124430956,206,2013-02-01 05:03:44,44.8863387555,-93.0830160269,303
sprint,225,145.9,1433676.04403285,370051.593323217,1368.5,2013-02-01 04:47:06,41.7372484,-87.5641972,287
globe-telecom,196,397.8,1454258.77348458,492778.984592069,1284,2013-02-01 04:46:20,14.5558380896,121.0213966123,286
sprint,264,182.5,2437590.01782531,582188.003581021,1071.5,2013-02-01 04:45:35,41.7372484,-87.5641972,285
telkomsel,173,446.7,663721.727875748,83532.9479768786,659,2013-02-01 03:56:12,-6.1774315,106.897617,236
sprint,288,213.2,741587.852494577,541619.100499722,374,2013-02-01 03:40:55,39.7248716,-104.7149743,220
sprint,278,242.4,839464.702271332,643865.346534653,455.5,2013-02-01 03:40:17,39.7248716,-104.7149743,220
t-mobile,409,104,2989044.80874317,971086.112493778,455,2013-02-01 03:21:06,41.4305777,-81.3357216,201
t-mobile,401,140.5,1718669.45957269,1460263.47305389,494.5,2013-02-01 03:20:48,41.4305777,-81.3357216,200
t-mobile,409,119.4,4179790.1171676,909092.264678472,492,2013-02-01 03:18:43,41.4338882,-81.3268627,198
verizon,383,179.7,3561166.66666667,1352920.94313454,759,2013-02-01 03:13:09,33.9301644,-118.0051822,193
vodafone,255,337.2,2581789.80490875,832300.341296928,1361.5,2013-02-01 03:09:44,29.9641241783,31.3121150515,189
vodafone,156,1153.2,875846.285226302,176202.312138728,901,2013-02-01 03:07:09,-15.44366,28.33595,187
verizon,169,326.1,365654.797450867,539820.697288323,1862,2013-02-01 03:03:51,32.8484364,-105.9798728,183
glo-mobile,167,515.4,848756.387710769,109093.105183694,766.5,2013-02-01 03:00:29,6.5632838,3.3928506,180
verizon,320,180.6,3404534.43983402,756754.072924748,756.5,2013-02-01 02:40:55,42.6393031,-114.4373035,160
verizon,215,257.8,377272.760713629,411411.218894981,689,2013-02-01 02:33:24,40.1273136,-104.9410918,153
telus,118,965,805985.068762279,160002.624456655,1909,2013-02-01 02:13:05,53.6002912,-113.504332,133
orange-france,319,321.5,417319.973551701,505941.908713693,211,2013-02-01 02:04:53,49.0907705612,6.1829362144,124
rogers,128,460.8,1276634.19947098,191378.457916421,3025.5,2013-02-01 01:45:35,53.6022182698,-113.4461244136,105
telus,114,662,890968.400477794,121756.974349373,2333,2013-02-01 01:23:38,53.90124,-122.75433,83
t-mobile,308,123.4,1705806.23700624,895324.460761817,1044.5,2013-02-01 00:43:45,40.8504443,-73.16470121,43
t-mobile,304,101.6,1002679.70182085,835150.684931507,1064.5,2013-02-01 00:43:07,40.8504443,-73.16470121,43
verizon,568,152,2689258.60373648,2148581.49779736,204,2013-02-01 00:42:32,36.12692281,-97.0518611258,42
t-mobile,317,122.9,1818065.14513627,963413.333333333,1033,2013-02-01 00:42:27,40.8504443,-73.16470121,42
t-mobile,308,138.8,1871989.04859685,926799.049881235,996.5,2013-02-01 00:41:53,40.8504443,-73.16470121,41
t-mobile,288,176.8,1897970.85357391,972053.811659193,1213,2013-02-01 00:41:14,40.8504443,-73.16470121,41
virgin-mobile-uk,539,144.7,1501633.96778917,2172507.79510022,223.5,2013-02-01 00:40:05,55.9800328464,-3.2163931825,40
verizon,125,302.9,71679.4185223689,118610.894941634,1800.5,2013-02-01 00:38:16,37.0963731,-89.5382544,38
virgin-mobile-uk,444,107,2923023.86889918,1699400.69686411,733,2013-02-01 00:25:23,53.5811788,-2.1112081,25
telkomsel,162,1295.8,673252.482153114,150405.674196284,699.5,2013-02-01 00:23:23,-0.359678,117.1102582,23
virgin-mobile-uk,437,122.5,3899680.60836502,1475727.68532526,668.5,2013-02-01 00:18:10,52.7933703,-2.1001017,18
three-ireland,265,747,158850.151010609,118755.295836377,198.5,2013-02-01 00:06:51,51.9892547164,-7.80791747,6
three-ireland,292,285.7,213103.94265233,151303.862261517,196,2013-02-01 00:04:34,51.9528981098,-7.8474569295,4
vodafone-turkey,197,229.2,1502734.06593407,252088.383512082,1160.5,2013-01-31 23:53:46,39.8781898,32.8129546,1433
rogers,257,214.7,2107069.33744222,901947.295423024,1829,2013-01-31 23:48:10,43.60966,-79.65857,1428
verizon,199,188.8,881208.033508753,276921.504613201,1102,2013-01-31 23:10:04,41.522989003,-81.5189114214,1390
sprint,205,479.4,644332.338621015,339466.156255438,589.5,2013-01-31 22:59:30,43.4003228,-84.6167253,1379
vodafone-italy,320,221.1,2220548.84979702,1130308.22711472,795,2013-01-31 22:57:56,45.4261762,7.7952565,1377
vodafone,82,1034.7,140116.260801257,59249.6127797856,2767,2013-01-31 22:32:10,-25.66294,28.13592,1352
verizon,206,175.5,1400875.5335496,378377.036462374,1627.5,2013-01-31 22:24:32,40.0515102,-76.3108883,1344
virgin-mobile-uk,325,115.9,786063.230503928,1060278.26086957,814.5,2013-01-31 21:57:27,50.7332249,-1.8578848,1317
verizon,414,684,5566436.90637721,1638045.34005038,724,2013-01-31 21:31:05,42.6523718,-77.0637768,1291
telenor-serbia,342,281.2,2533949.35145151,773557.49405234,352,2013-01-31 21:30:27,44.8195815,20.4005113,1290
verizon,586,87.1,9441804.37284235,1524150,657,2013-01-31 21:18:55,38.5202355,-91.0144196,1278
telus,262,359.3,161263.54684644,1084442.4680378,735,2013-01-31 21:08:25,43.69304,-79.56899,1268
t-mobile-uk,129,360.4,871103.938847011,303549.40096468,3795.5,2013-01-31 21:00:54,53.6419445,-2.6220186,1260
vodafone-italy,208,249.1,689895.568821996,407203.506574828,872,2013-01-31 20:56:32,45.5184585,12.1575893,1256
virgin-mobile-uk,178,798.3,637374.970869261,251050.315274739,693.5,2013-01-31 20:44:03,-29.83405,30.89494,1244
t-mobile-uk,264,373.4,270388.136431043,772026.90937871,461,2013-01-31 20:18:39,51.5029716563,-0.221447415,1218
vodafone,202,621.6,1662936.35995136,338054.409980939,779,2013-01-31 20:16:32,41.40359,2.15829,1216
metropcs,325,176.2,4787005.83430572,755581.719597211,1195.5,2013-01-31 20:15:00,28.0046626,-80.6814098,1215
att,240,504.6,2745041.15088658,407373.564418459,727.5,2013-01-31 20:06:52,37.254273,-121.799234,1206
verizon,351,181.5,794820.110433014,401918.417799753,192.5,2013-01-31 20:01:33,37.764762179,-121.9752743283,1201
verizon,461,179.4,4295773.82198953,818335.570469799,197,2013-01-31 19:56:35,37.764762179,-121.9752743283,1196
telus,421,130,6959226.46310433,797919.018404908,712.5,2013-01-31 19:55:19,46.094339,-64.7875447,1195
orange,237,449,608313.167259787,533619.256017505,497,2013-01-31 19:52:21,53.4299661419,-2.9483593582,1192
orange-france,507,176.9,2564841.5129728,1653315.25423729,203,2013-01-31 19:40:52,48.6844612908,6.1922803375,1180
mts-russia,112,699.6,93807.056456223,72336.3737486096,1389.5,2013-01-31 19:40:37,54.6814174652,20.1346912384,1180
verizon,339,397.3,318724.624169677,650304,188,2013-01-31 19:37:27,40.5332980995,-81.4768415567,1177
verizon,220,229.7,1100446.35193133,641958.53899309,1374,2013-01-31 19:30:12,35.1243633,-80.8277436,1170
sprint,184,389.7,406808.86508999,395883.116883117,926.5,2013-01-31 19:15:46,39.9868602,-105.2352361,1155
sprint,175,457,430682.273896383,369560.901685925,970.5,2013-01-31 19:14:41,39.9868602,-105.2352361,1154
vodafone,363,224.9,3653129.11843277,1536151.18110236,1301,2013-01-31 19:14:15,53.5175782,-2.1865986,1154
wind,185,316.6,1192403.42973405,66121.4031520081,748,2013-01-31 18:31:58,43.8344049,-79.2829452,1111
orange,139,576.1,1334568.6402082,228497.54040759,2146,2013-01-31 18:30:54,53.57498,-2.46578,1110
verizon,418,123.2,1550146.98658606,1667446.15384615,576.5,2013-01-31 18:28:56,38.8072871,-77.0522427,1108
sprint,340,138.4,3584503.27653997,643016.479894529,637,2013-01-31 18:08:10,45.1256944,-93.513606,1088
sprint,462,123.4,3570464.75195822,1840483.01886792,704,2013-01-31 18:07:37,45.1256944,-93.513606,1087
sprint,472,129.4,4420758.62068965,1789827.52293578,683,2013-01-31 18:06:36,45.1256944,-93.513606,1086
sprint,440,138.4,3712637.1040724,1697921.67101828,718,2013-01-31 18:06:17,45.1611652,-93.5150953,1086
sprint,494,135.8,5153849.24623116,1872276.3915547,656,2013-01-31 18:05:22,45.1193785,-93.5067712,1085
wataniya-telecom,186,566.7,433137.728976403,22909.0524783053,450.5,2013-01-31 17:56:02,29.3498921938,48.0897527666,1076
mobily,171,1198,785310.872894334,298761.408882083,810.5,2013-01-31 17:51:03,24.7508844,46.65867,1071
telus,344,152.6,5419371.20211361,672728.275862069,1042.5,2013-01-31 17:22:46,44.4014654,-79.700775,1042
telus,318,172.6,3073006.74157303,850812.036633232,862,2013-01-31 17:21:58,53.741035,-113.226355,1041
t-mobile,378,239.8,3694249.43719045,1411658.46599132,755.5,2013-01-31 17:02:21,38.2101028,-85.6413218,1022
t-mobile,346,124.8,3732906.27843494,721224.399260629,787,2013-01-31 17:01:28,38.2101028,-85.6413218,1021
sprint,138,508.5,126241.314582885,105551.696153222,1027,2013-01-31 16:50:21,27.9997082,-82.3618511,1010
rogers,397,111.3,3077617.40435109,952128.843338214,493.5,2013-01-31 16:41:07,44.5068118,-80.3179701,1001
movistar-venezuela,233,229.8,1731362.73475417,203793.168285804,621,2013-01-31 16:37:50,10.0722712,-69.2936387,997
rogers,379,110.9,3103225.41603631,931222.911694511,618.5,2013-01-31 16:33:27,44.5068922,-80.3177001,993
cosmote,347,208.9,3775852.73815002,1202040.66543438,1053,2013-01-31 16:25:02,37.8380316,23.9215002,985
cellcom-israel,167,380.6,711677.33541504,326457.831325301,1247.5,2013-01-31 16:21:28,32.139346125,34.808746248,981
digi,171,445.7,575017.730744972,307181.861124232,994,2013-01-31 16:20:58,1.5100022,110.3472885,980
vodafone-india,92,615.1,977242.49642687,67421.6201271772,4600.5,2013-01-31 16:15:01,11.9026039,79.80636306,975
vodafone-india,81,1079.3,730625.823686554,92989.1325071497,4783,2013-01-31 16:08:24,11.9026039,79.80636306,968
t-mobile,264,253.5,1950303.77941526,601761.875385565,696.5,2013-01-31 15:56:20,36.5427495,-82.5537633,956
orange,186,501.5,2214555.46558704,531873.500545256,2345,2013-01-31 15:32:57,53.78749,-1.57115,932
orange,120,529.3,902036.939313984,169056.499133449,2520,2013-01-31 15:31:19,53.75588,-1.57147,931
rogers,379,99.5,2931378.3494105,760589.473684211,546,2013-01-31 15:28:25,43.7238888239,-79.3450052532,928
orange,137,366.9,1543730.5738476,187822.470395687,3127.5,2013-01-31 15:28:09,51.2913398743,-0.7638349533,928
colombia-mvil,209,377.4,897596.324253364,271185.988323603,587.5,2013-01-31 15:23:43,4.6119648,-74.0754271,923
orange,217,374.5,2344265.14285714,744338.801983976,2362,2013-01-31 15:21:21,53.78749,-1.57115,921
tigo-tanzania,205,522.7,807730.655640874,110489.437616809,440.5,2013-01-31 15:07:21,-6.79168753,39.0893667638,907
sprint,188,769.5,195648.901924315,165359.55246652,465.5,2013-01-31 14:57:00,47.0792664076,-122.593093766,897
three-denmark,298,192.1,417681.124007331,269873.011481533,249,2013-01-31 14:52:30,56.1117935669,10.1159350994,892
three-denmark,360,179.3,2033943.48041646,532744.948115784,253,2013-01-31 14:51:44,56.108417267,10.1278895823,891
entel-bolivia,123,758.3,234419.816576669,91317.7307620296,1211.5,2013-01-31 14:51:30,-16.4934104883,-68.1326466922,891
telus,863,126.6,1.2338237593984962E7,4306649.00662252,993,2013-01-31 14:31:10,43.5076849,-79.8564033,871
three,241,194.9,1454258.77348458,796941.176470588,1697.5,2013-01-31 14:16:33,51.5619269,0.2105357,856
three,381,147.4,3153315.91083782,1090504.19228619,562,2013-01-31 14:16:16,51.5618977,0.2102129,856
play-mobile,200,282.1,642063.385241412,438013.47103727,956.5,2013-01-31 13:56:50,51.4039522,21.1491866,836
three,270,199,2097910.50882127,778496.408619314,1105,2013-01-31 13:53:26,53.4507422,-2.9869075,833
virgin-mobile-uk,299,198.9,1491533.90292674,633824.561403509,455.5,2013-01-31 13:50:26,55.8420978698,-4.1591462387,830
vodafone-romania,158,455.2,121626.563889712,58911.4627370455,675,2013-01-31 13:41:38,45.1500678,26.8029174,821
verizon,331,153.1,4368971.24600639,359615.115207373,542.5,2013-01-31 13:39:58,28.6681335,-81.2056174,819
att,252,640.2,3183906.86845169,626295.987158909,931.5,2013-01-31 13:35:29,35.82135,-78.79735,815
o2,156,720.7,1052993.83983573,45231.1972549383,829,2013-01-31 13:32:37,51.51747,-0.08288,812
att,259,313.7,1697337.19486967,552353.340883352,583,2013-01-31 13:11:25,38.6447067,-121.3770969,791
rogers,303,273.5,1796568.42566236,742073.79231647,454,2013-01-31 12:37:11,50.9572171094,-114.027405046,757
alltel,181,228.9,915422.068503849,241718.746128113,1222,2013-01-31 12:35:17,34.9043908,-82.9750804,755
globe-telecom,193,514.5,265660.611947547,217492.976588629,516.5,2013-01-31 12:29:22,10.727452,122.5584936,749
globe-telecom,148,445.5,539868.930122384,41854.2864498412,909,2013-01-31 12:27:29,10.727452,122.5584936,747
digitel-gsm,178,652.7,124160.949109453,41616.7925252784,448.5,2013-01-31 12:11:26,10.46712376,-66.82881136,731
digitel-gsm,188,365.8,125434.599156118,46418.2350281948,476,2013-01-31 12:08:02,10.4671237245,-66.8288112886,728
dtac,168,636.5,179723.742141809,79118.8255332955,567.5,2013-01-31 12:05:16,15.72176,103.565239,725
m1,160,481.8,422607.674478496,343107.984523391,1171.5,2013-01-31 12:02:59,1.3299759659,103.88285603,722
telus,350,177.1,4022023.52941177,1055688.31168831,948,2013-01-31 11:53:17,49.2439733,-124.7984298,713
airtel-india,92,630.3,745157.388066479,179081.329172021,6026,2013-01-31 11:49:10,26.1655068398,91.7601299286,709
three,108,334.8,513385.558753598,145862.579439252,3963,2013-01-31 11:35:20,54.526448,-1.5624809,695
three,153,271.9,1950767.47503566,183253.05278978,3210,2013-01-31 11:33:29,54.5265387,-1.5618789,693
three,141,259.5,1212132.95907815,203156.513589503,3312,2013-01-31 11:30:21,54.526448,-1.5624809,690
verizon,291,152.9,1267757.72558714,552353.340883352,523.5,2013-01-31 11:23:06,36.1862750208,-86.7277722237,683
vodafone-australia,160,353,1044282.55059183,262501.614639397,1526.5,2013-01-31 11:15:44,-33.774628,151.1034849,675
vodafone-india,263,299.6,1330672.72137528,717510.84957705,645.5,2013-01-31 11:03:39,18.4967036,73.9020415,663
